rank,lemma,PoS,freq,synonym,synset
4540,believer,n,14032,truster,Synset('believer.n.01')
4541,lamp,n,14028,,
4542,inmate,n,14023,yardbird,Synset('convict.n.01')
4543,thoroughly,r,14022,exhaustively,Synset('thoroughly.r.01')
4544,trace,n,14018,suggestion,Synset('trace.n.01')
4545,freak,v,14012,,
4546,filter,n,14005,,
4547,pillow,n,14004,,
4548,orbit,n,14003,arena,Synset('sphere.n.01')
4549,purse,n,13998,handbag,Synset('bag.n.04')
4550,likewise,r,13985,too,Synset('besides.r.02')
4551,cease,v,13982,quit,Synset('discontinue.v.01')
4552,passing,a,13970,transitory,Synset('ephemeral.s.01')
4553,feed,n,13963,provender,Synset('feed.n.01')
4554,vanish,v,13944,disappear,Synset('vanish.v.02')
4555,instructional,a,13944,,
4556,clause,n,13942,article,Synset('article.n.03')
4557,mentally,r,13939,,
4558,model,v,13935,posture,Synset('model.v.03')
4559,left,n,13935,leftfield,Synset('left_field.n.01')
4560,pond,n,13934,pool,Synset('pond.n.01')
4561,neutral,a,13933,achromatic,Synset('achromatic.a.01')
4562,shield,n,13931,shell,Synset('carapace.n.01')
4563,popularity,n,13929,,
4564,cartoon,n,13928,sketch,Synset('cartoon.n.01')
4565,authorize,v,13916,authorise,Synset('authorize.v.01')
4566,combined,a,13905,,
4567,exhibit,n,13890,display,Synset('display.n.02')
4568,sink,n,13890,cesspool,Synset('cesspool.n.01')
4569,graphic,n,13890,,
4570,darling,n,13887,favourite,Synset('darling.n.01')
4571,traditionally,r,13886,,
4572,vendor,n,13880,vender,Synset('seller.n.01')
4573,poorly,r,13877,ill,Synset('ill.r.01')
4574,conceive,v,13868,believe,Synset('think.v.01')
4575,opt,v,13862,prefer,Synset('choose.v.02')
4576,descend,v,13861,come,Synset('derive.v.05')
4577,firmly,r,13854,unwaveringly,Synset('firm.r.01')
4578,beloved,a,13852,darling,Synset('beloved.s.01')
4579,openly,r,13834,,
4580,gathering,n,13824,assemblage,Synset('gathering.n.01')
4581,alien,a,13821,exotic,Synset('alien.s.02')
4582,stem,v,13809,staunch,Synset('stem.v.03')
4583,fever,n,13809,pyrexia,Synset('fever.n.01')
4584,preach,v,13805,advocate,Synset('preach.v.02')
4585,interfere,v,13797,intervene,Synset('intervene.v.01')
4586,arrow,n,13796,pointer,Synset('arrow.n.01')
4587,required,a,13778,needful,Synset('needed.s.01')
4588,capitalism,n,13777,,
4589,kick,n,13771,boot,Synset('kick.n.01')
4590,fork,n,13767,crotch,Synset('fork.n.03')
4591,survey,v,13766,review,Synset('review.v.03')
4592,meantime,n,13763,interim,Synset('interim.n.01')
4593,presumably,r,13762,presumptively,Synset('presumably.r.01')
4594,position,v,13750,set,Synset('put.v.01')
4595,racist,a,13749,anti-Semite,Synset('racist.s.02')
4596,stay,n,13749,check,Synset('arrest.n.02')
4597,illusion,n,13749,semblance,Synset('illusion.n.01')
4598,removal,n,13735,remotion,Synset('removal.n.01')
4599,anxious,a,13723,dying,Synset('anxious.s.01')
4600,arab,n,13720,,
4601,organism,n,13713,being,Synset('organism.n.01')
4602,awake,a,13699,alive,Synset('alert.s.03')
4603,sculpture,n,13689,carving,Synset('sculpture.n.02')
4604,spare,v,13687,save,Synset('spare.v.01')
4605,marine,n,13677,,
4606,harassment,n,13671,molestation,Synset('harassment.n.02')
4607,drum,n,13670,membranophone,Synset('drum.n.01')
4608,diminish,v,13670,belittle,Synset('diminish.v.02')
4609,helmet,n,13668,,
4610,level,a,13664,unwavering,Synset('level.s.02')
4611,certificate,n,13657,security,Synset('security.n.04')
4612,tribal,a,13656,,
4613,bad,r,13651,badly,Synset('badly.r.05')
4615,sadly,r,13633,unhappily,Synset('sadly.r.01')
4616,cart,n,13625,pushcart,Synset('handcart.n.01')
4617,spy,n,13625,,
4618,sunlight,n,13624,sun,Synset('sunlight.n.01')
4619,delete,v,13618,blue-pencil,Synset('edit.v.04')
4620,rookie,n,13617,cub,Synset('cub.n.01')
4621,clarify,v,13616,elucidate,Synset('clarify.v.01')
4622,hunger,n,13609,hungriness,Synset('hunger.n.01')
4623,practitioner,n,13606,practician,Synset('practitioner.n.01')
4624,performer,n,13603,,
4625,protective,a,13603,,
4626,jar,n,13598,shock,Synset('jolt.n.01')
4627,programming,n,13597,programing,Synset('programming.n.02')
4628,dawn,n,13590,morning,Synset('dawn.n.02')
4629,salmon,n,13579,,
4630,census,n,13578,nosecount,Synset('census.n.01')
4631,pick,n,13577,option,Synset('choice.n.02')
4632,accomplishment,n,13575,acquisition,Synset('skill.n.01')
4633,conscience,n,13568,scruples,Synset('conscience.n.01')
4634,fortunately,r,13552,fortuitously,Synset('fortunately.r.01')
4635,minimal,a,13549,minimum,Synset('minimal.a.01')
4636,molecule,n,13548,,
4637,supportive,a,13543,,
4638,sole,a,13543,lone,Synset('lone.s.03')
4639,threshold,n,13540,verge,Synset('brink.n.01')
4640,inventory,n,13538,stock-taking,Synset('inventory.n.05')
4641,comply,v,13533,follow,Synset('comply.v.01')
4642,monetary,a,13532,pecuniary,Synset('monetary.a.01')
4643,transport,n,13531,conveyance,Synset('conveyance.n.03')
4644,shy,a,13525,,
4645,drill,v,13524,practice,Synset('drill.v.03')
4646,influential,a,13513,,
4647,verbal,a,13499,,
4648,reward,v,13495,honour,Synset('honor.v.01')
4649,ranking,n,13487,,
4650,gram,n,13479,gm,Synset('gram.n.01')
4651,grasp,v,13477,,
4652,puzzle,n,13476,teaser,Synset('puzzle.n.01')
4653,envelope,n,13474,gasbag,Synset('envelope.n.06')
4654,heat,v,13463,wake,Synset('inflame.v.04')
4655,classify,v,13459,relegate,Synset('relegate.v.04')
4656,enact,v,13451,reenact,Synset('enact.v.02')
4657,unfortunate,a,13445,,
4658,scatter,v,13444,dissipate,Synset('disperse.v.04')
4659,cure,n,13442,remedy,Synset('remedy.n.02')
4660,time,v,13440,,
4662,slice,v,13431,slit,Synset('slit.v.01')
4663,readily,r,13430,pronto,Synset('promptly.r.02')
4665,discount,n,13415,deduction,Synset('deduction.n.02')
4666,addiction,n,13411,dependency,Synset('addiction.n.01')
4667,emerging,a,13410,emergent,Synset('emergent.s.02')
4668,worthy,a,13410,suitable,Synset('desirable.s.02')
4669,marker,n,13409,mark,Synset('marker.n.02')
4670,juror,n,13406,jurywoman,Synset('juror.n.01')
4671,mention,n,13404,quotation,Synset('citation.n.03')
4672,blend,v,13390,intermix,Synset('blend.v.01')
4673,businessman,n,13380,,
4674,premium,n,13379,agio,Synset('agio.n.01')
4675,retailer,n,13374,,
4677,liver,n,13374,,
4678,pirate,n,13368,plagiarist,Synset('plagiarist.n.01')
4679,protester,n,13352,dissident,Synset('dissenter.n.01')
4680,outlook,n,13350,mentality,Synset('mentality.n.01')
4681,elder,n,13336,senior,Synset('elder.n.01')
4682,gallon,n,13333,congius,Synset('gallon.n.02')
4683,additionally,r,13324,,
4684,ignorance,n,13323,,
4685,chemistry,n,13323,,
4686,sometime,r,13317,,
4687,weed,n,13310,gage,Synset('pot.n.09')
4688,babe,n,13309,infant,Synset('baby.n.01')
4689,fraction,n,13308,,
4690,cook,n,13308,,
4691,conversion,n,13304,transition,Synset('conversion.n.01')
4692,object,v,13303,,
4693,tolerate,v,13298,allow,Synset('allow.v.10')
4694,trail,v,13296,train,Synset('trail.v.05')
4695,drown,v,13296,submerge,Synset('submerge.v.02')
4696,merit,n,13286,virtue,Synset('merit.n.01')
4697,citizenship,n,13283,,
4698,coordinator,n,13280,,
4699,validity,n,13278,rigor,Synset('cogency.n.02')
4700,european,n,13273,,
4701,lightning,n,13272,,
4702,turtle,n,13267,polo-neck,Synset('turtleneck.n.01')
4703,ambition,n,13267,ambitiousness,Synset('ambition.n.02')
4704,worldwide,r,13263,,
4705,sail,v,13257,navigate,Synset('voyage.v.01')
4706,added,a,13256,,
4707,delicate,a,13248,frail,Synset('delicate.s.03')
4708,comic,n,13245,comedian,Synset('comedian.n.01')
4709,soap,n,13244,scoop,Synset('soap.n.03')
4710,hostile,a,13242,uncongenial,Synset('hostile.s.04')
4711,instruct,v,13240,apprize,Synset('instruct.v.03')
4712,shortage,n,13236,dearth,Synset('dearth.n.01')
4713,useless,a,13235,,
4714,booth,n,13234,,
4715,diary,n,13233,journal,Synset('diary.n.01')
4716,gasp,v,13228,heave,Synset('pant.v.01')
4717,suspicious,a,13224,untrusting,Synset('leery.s.01')
4718,transit,n,13220,passage,Synset('passage.n.05')
4719,excite,v,13219,stir,Synset('stimulate.v.03')
4720,publishing,n,13216,publication,Synset('publication.n.04')
4721,curiosity,n,13208,wonder,Synset('curiosity.n.01')
4722,grid,n,13205,gridiron,Synset('grid.n.05')
4723,rolling,a,13198,rolled,Synset('rolled.s.02')
4724,bow,n,13189,arc,Synset('bow.n.05')
4725,cruel,a,13185,roughshod,Synset('barbarous.s.01')
4726,disclosure,n,13185,revelation,Synset('disclosure.n.01')
4727,rival,n,13176,competition,Synset('rival.n.01')
4728,denial,n,13171,defence,Synset('defense.n.11')
4729,secular,a,13171,lay,Synset('laic.s.01')
4730,flood,v,13171,oversupply,Synset('flood.v.03')
4731,speculation,n,13167,meditation,Synset('meditation.n.01')
4732,sympathy,n,13166,understanding,Synset('sympathy.n.01')
4733,tender,a,13158,sore,Synset('sensitive.s.04')
4734,inappropriate,a,13156,unfitting,Synset('inappropriate.s.02')
4735,o'clock,r,13146,,
4736,sodium,n,13145,Na,Synset('sodium.n.01')
4737,divorce,v,13133,dissociate,Synset('disassociate.v.01')
4738,spring,v,13122,bound,Synset('bounce.v.01')
4739,bang,v,13122,spang,Synset('spang.v.01')
4740,challenging,a,13118,thought-provoking,Synset('challenging.s.02')
4741,ipad,n,13111,,
4742,sack,n,13104,pouch,Synset('pouch.n.02')
4743,barn,n,13093,b,Synset('barn.n.02')
4744,reliability,n,13090,dependableness,Synset('dependability.n.01')
4745,hormone,n,13088,endocrine,Synset('hormone.n.01')
4746,footage,n,13085,,
4747,carve,v,13085,,
4748,alley,n,13070,alleyway,Synset('alley.n.01')
4749,ease,n,13065,comfort,Synset('ease.n.02')
4750,coastal,a,13059,,
4751,cafe,n,13055,coffeehouse,Synset('cafe.n.01')
4752,partial,a,13052,fond,Synset('fond.s.03')
4753,flexible,a,13049,flexile,Synset('flexible.a.02')
4754,experienced,a,13044,experient,Synset('experienced.a.01')
4755,mixed,a,13032,motley,Synset('assorted.s.01')
4756,vampire,n,13030,lamia,Synset('vampire.n.01')
4757,optimistic,a,13027,affirmative,Synset('affirmative.s.02')
4758,dessert,n,13024,afters,Synset('dessert.n.01')
4759,well-being,n,13022,welfare,Synset('wellbeing.n.01')
4760,northeast,n,13021,nor'-east,Synset('northeast.n.01')
4761,specialize,v,13006,differentiate,Synset('speciate.v.01')
4762,fleet,n,13005,,
4763,availability,n,13004,availableness,Synset('handiness.n.02')
4764,compliance,n,12998,submission,Synset('submission.n.02')
4765,pin,n,12991,peg,Synset('peg.n.02')
4766,pork,n,12986,porc,Synset('pork.n.01')
4767,astronomer,n,12976,stargazer,Synset('astronomer.n.01')
4768,like,n,12976,ilk,Synset('like.n.02')
4769,forbid,v,12965,interdict,Synset('forbid.v.01')
4770,installation,n,12961,initiation,Synset('initiation.n.01')
4771,boil,v,12959,churn,Synset('churn.v.02')
4772,nest,n,12951,,
4773,exclusively,r,12948,alone,Synset('entirely.r.02')
4774,goat,n,12944,stooge,Synset('butt.n.03')
4775,shallow,a,12943,,
4776,equip,v,12943,outfit,Synset('equip.v.01')
4777,equivalent,n,12941,eq,Synset('equivalent.n.02')
4778,betray,v,12934,sell,Synset('betray.v.02')
4779,willingness,n,12933,,
4780,banker,n,12931,,
4781,interval,n,12928,separation,Synset('interval.n.03')
4782,gasoline,n,12925,gas,Synset('gasoline.n.01')
4783,encouraging,a,12925,supporting,Synset('encouraging.s.02')
4784,rain,v,12924,,
4785,exchange,v,12921,commute,Synset('commute.v.04')
4786,bucket,n,12920,pail,Synset('bucket.n.01')
4787,theft,n,12907,larceny,Synset('larceny.n.01')
4788,laundry,n,12903,wash,Synset('laundry.n.01')
4789,constraint,n,12902,restraint,Synset('restraint.n.06')
4790,dying,a,12893,anxious,Synset('anxious.s.01')
4791,hatred,n,12892,hate,Synset('hate.n.01')
4792,jewelry,n,12891,jewellery,Synset('jewelry.n.01')
4793,migration,n,12885,,
4794,invention,n,12883,innovation,Synset('invention.n.02')
4795,loving,a,12868,,
4796,revenge,n,12868,retaliation,Synset('retaliation.n.01')
4797,unprecedented,a,12862,,
4798,outline,v,12859,draft,Synset('draft.v.01')
4799,sheer,a,12854,plain,Synset('plain.s.04')
4800,halloween,n,12852,,
4801,sweetheart,n,12849,sweetie,Synset('sweetheart.n.01')
4802,spit,v,12849,spew,Synset('spit.v.01')
4803,lazy,a,12843,indolent,Synset('faineant.s.01')
4804,intimate,a,12841,sexual,Synset('intimate.s.04')
4805,defender,n,12834,shielder,Synset('defender.n.01')
4806,technically,r,12830,,
4807,battle,v,12822,combat,Synset('battle.v.01')
4808,cure,v,12811,heal,Synset('bring_around.v.02')
4809,peanut,n,12808,goober,Synset('peanut.n.04')
4810,unclear,a,12805,ill-defined,Synset('ill-defined.a.01')
4811,piss,v,12791,pee,Synset('make.v.49')
4812,workout,n,12786,exercise,Synset('exercise.n.01')
4813,wilderness,n,12785,wild,Synset('wilderness.n.03')
4814,compelling,a,12784,,
4816,arm,v,12779,gird,Synset('arm.v.01')
4817,backyard,n,12774,,
4818,alike,r,12770,likewise,Synset('alike.r.01')
4819,partially,r,12770,part,Synset('partially.r.01')
4820,transport,v,12766,transmit,Synset('transmit.v.04')
4821,guardian,n,12766,protector,Synset('defender.n.01')
4822,passionate,a,12756,,
4823,scripture,n,12756,,
4824,midst,n,12746,thick,Synset('midst.n.01')
4825,ideological,a,12746,ideologic,Synset('ideological.s.02')
4827,thrive,v,12742,prosper,Synset('thrive.v.02')
4828,sensitivity,n,12741,sensitiveness,Synset('sensitivity.n.02')
4829,trigger,n,12735,initiation,Synset('trigger.n.03')
4830,emotionally,r,12733,,
4831,ignorant,a,12730,unknowledgeable,Synset('ignorant.s.03')
4832,explicitly,r,12728,,
4833,unfold,v,12727,blossom,Synset('blossom.v.02')
4834,headache,n,12724,cephalalgia,Synset('headache.n.02')
4835,eternal,a,12724,everlasting,Synset('ageless.s.01')
4836,chop,v,12715,,
4837,ego,n,12711,self,Synset('self.n.01')
4838,spectacular,a,12709,striking,Synset('dramatic.s.02')
4839,deposit,n,12707,depository,Synset('depository.n.01')
4840,verdict,n,12702,,
4841,regard,n,12699,gaze,Synset('gaze.n.01')
4842,accountability,n,12699,answerableness,Synset('accountability.n.01')
4843,nominate,v,12699,constitute,Synset('appoint.v.01')
4844,civic,a,12697,civil,Synset('civil.a.04')
4845,uncover,v,12692,unveil,Synset('uncover.v.01')
4846,critique,n,12684,criticism,Synset('criticism.n.02')
4847,aisle,n,12675,gangway,Synset('aisle.n.02')
4848,tropical,a,12673,tropic,Synset('tropical.s.04')
4849,annually,r,12669,p.a.,Synset('per_annum.r.01')
4851,blast,n,12661,flak,Synset('fire.n.09')
4852,corrupt,a,12648,tainted,Synset('corrupt.s.04')
4853,compassion,n,12648,pity,Synset('compassion.n.02')
4854,scratch,v,12637,fray,Synset('rub.v.02')
4855,verify,v,12629,aver,Synset('affirm.v.02')
4856,offender,n,12622,wrongdoer,Synset('wrongdoer.n.01')
4857,inherit,v,12611,,
4858,strive,v,12596,endeavour,Synset('endeavor.v.01')
4859,downtown,r,12591,,
4860,chunk,n,12574,ball,Synset('ball.n.08')
4861,appreciation,n,12571,hold,Synset('appreciation.n.01')
4862,canvas,n,12570,canvass,Synset('canvas.n.01')
4863,punch,n,12563,biff,Synset('punch.n.01')
4864,short-term,a,12550,short-run,Synset('short-run.s.01')
4865,proceedings,n,12549,proceeding,Synset('proceeding.n.01')
4866,magical,a,12544,charming,Synset('charming.s.02')
4867,loyal,a,12539,patriotic,Synset('patriotic.a.01')
4869,desperately,r,12530,urgently,Synset('urgently.r.01')
4870,throne,n,12528,,
4871,brutal,a,12526,unrelenting,Synset('brutal.s.02')
4873,propaganda,n,12518,,
4874,irony,n,12516,sarcasm,Synset('sarcasm.n.01')
4875,soda,n,12515,tonic,Synset('pop.n.02')
4876,projection,n,12504,protrusion,Synset('protrusion.n.02')
4877,dutch,a,12496,,
4878,parental,a,12490,paternal,Synset('parental.a.02')
4879,disabled,a,12489,handicapped,Synset('disabled.s.01')
4880,collector,n,12480,aggregator,Synset('collector.n.01')
4881,re-election,n,12476,,
4882,disappointment,n,12475,letdown,Synset('disappointment.n.01')
4883,comic,a,12473,funny,Synset('amusing.s.02')
4884,aid,v,12471,help,Synset('help.v.01')
4885,happily,r,12458,jubilantly,Synset('happily.r.01')
4886,steep,a,12454,,
4887,fancy,a,12450,,
4888,counter,v,12446,,
4889,listener,n,12445,attender,Synset('hearer.n.01')
4890,whip,v,12443,scald,Synset('blister.v.02')
4891,public,r,12443,,
4892,drawer,n,12435,draftsman,Synset('draftsman.n.02')
4893,heck,n,12434,,
4894,developmental,a,12433,,
4895,ideal,n,12428,nonesuch,Synset('ideal.n.02')
4896,ash,n,12427,,
4897,socially,r,12426,,
4898,courtroom,n,12425,court,Synset('court.n.02')
4899,stamp,n,12425,tender,Synset('tender.n.01')
4900,solo,n,12423,,
4901,trainer,n,12418,,
4902,induce,v,12416,stimulate,Synset('induce.v.03')
4903,anytime,n,12412,,
4904,morality,n,12409,morals,Synset('ethical_motive.n.01')
4905,syrian,a,12405,,
4906,pipeline,n,12400,grapevine,Synset('grapevine.n.01')
4907,bride,n,12400,,
4908,instant,a,12399,inst,Synset('instant.s.02')
4909,spark,v,12395,sparkle,Synset('spark.v.02')
4910,doorway,n,12395,door,Synset('doorway.n.01')
4911,interface,n,12393,,
4912,learner,n,12390,apprentice,Synset('apprentice.n.01')
4913,casino,n,12390,cassino,Synset('casino.n.02')
4914,placement,n,12390,emplacement,Synset('placement.n.03')
4915,cord,n,12388,corduroy,Synset('cord.n.04')
4916,fan,v,12388,,
4917,conception,n,12388,concept,Synset('concept.n.01')
4918,flexibility,n,12388,flexibleness,Synset('flexibility.n.01')
4920,tax,v,12374,assess,Synset('tax.v.02')
4921,elegant,a,12371,refined,Synset('elegant.s.02')
4922,flaw,n,12369,fault,Synset('defect.n.03')
4923,locker,n,12368,cabinet,Synset('cabinet.n.03')
4924,peel,v,12364,unclothe,Synset('undress.v.01')
4925,campaign,v,12363,run,Synset('campaign.v.01')
4926,twist,n,12352,wrench,Synset('twist.n.09')
4927,spell,n,12350,go,Synset('go.n.01')
4928,objective,a,12348,nonsubjective,Synset('objective.a.01')
4929,plea,n,12345,supplication,Synset('supplication.n.02')
4930,goddamn,a,12338,blame,Synset('blasted.s.01')
4931,import,n,12336,importee,Synset('import.n.02')
4932,stack,n,12330,smokestack,Synset('smokestack.n.01')
4934,philosophical,a,12320,philosophic,Synset('philosophical.s.02')
4935,junk,n,12319,rubble,Synset('debris.n.01')
4936,bicycle,n,12317,bike,Synset('bicycle.n.01')
4937,vocal,a,12312,outspoken,Synset('outspoken.s.01')
4938,chew,v,12299,jaw,Synset('chew.v.01')
4939,destiny,n,12299,fortune,Synset('fortune.n.04')
4940,ambitious,a,12298,challenging,Synset('ambitious.s.02')
4941,unbelievable,a,12297,unconvincing,Synset('improbable.s.02')
4942,vice,n,12292,frailty,Synset('frailty.n.02')
4943,halfway,r,12286,midway,Synset('halfway.r.01')
4944,jealous,a,12285,green-eyed,Synset('jealous.s.02')
4945,sphere,n,12268,heavens,Synset('celestial_sphere.n.01')
4946,invade,v,12265,overrun,Synset('invade.v.03')
4947,sponsor,n,12261,patron,Synset('patron.n.03')
4948,excessive,a,12254,unreasonable,Synset('excessive.s.01')
4949,countless,a,12253,myriad,Synset('countless.s.01')
4950,sunset,n,12247,sundown,Synset('sunset.n.01')
4951,interior,a,12243,upcountry,Synset('interior.s.05')
4952,accounting,n,12243,accountancy,Synset('accountancy.n.01')
4953,faithful,a,12238,close,Synset('close.s.05')
4954,freely,r,12225,,
4955,extract,v,12222,express,Synset('press_out.v.03')
4956,adaptation,n,12219,version,Synset('adaptation.n.01')
4957,ray,n,12217,beam,Synset('beam.n.03')
4958,depressed,a,12214,blue,Synset('gloomy.s.02')
4959,emperor,n,12213,,
4960,wagon,n,12213,waggon,Synset('wagon.n.01')
4961,columnist,n,12211,editorialist,Synset('columnist.n.01')
4962,jungle,n,12210,,
4963,embarrassed,a,12208,humiliated,Synset('embarrassed.s.02')
4964,trillion,n,12205,1000000000000,Synset('trillion.n.03')
4965,breeze,n,12205,picnic,Synset('cinch.n.01')
4966,blame,n,12192,inculpation,Synset('incrimination.n.01')
4967,foster,v,12185,further,Synset('foster.v.01')
4968,venue,n,12178,locus,Synset('venue.n.01')
4969,discourage,v,12176,admonish,Synset('warn.v.02')
4970,disturbing,a,12172,distressful,Synset('distressing.s.01')
4971,riot,n,12165,wow,Synset('belly_laugh.n.02')
4972,isolation,n,12165,,
4973,explicit,a,12162,expressed,Synset('explicit.a.01')
4974,commodity,n,12158,good,Synset('commodity.n.01')
